1120
# Paramgroup(pg={'basic': {'substrate:max': [2, 4, 6, 8], 'general:output_frequency': [1000000], 'general:runtime': [20], 'species2:adsorbable': [True, False], 'general:init_f': [0.01, 0.16666666666666663, 0.3233333333333333, 0.48, 0.6366666666666666, 0.7933333333333333, 0.95], 'species2:mu': [22.05]}, 'cost': {'species2:mu': [19.6, 21.233333333333334, 22.866666666666664, 24.5], 'general:output_frequency': [1000000], 'general:runtime': [20], 'species2:adsorbable': [True, False], 'general:init_f': [0.01, 0.16666666666666663, 0.3233333333333333, 0.48, 0.6366666666666666, 0.7933333333333333, 0.95], 'substrate:max': [6]}}, rep={'basic': 10, 'cost': 10})
general:run,general:group,general:set,general:init_f,general:output_frequency,general:runtime,species2:adsorbable,species2:mu,substrate:max,general:seed
390,basic,54,0.95,1000000,20,False,22.05,4,77254708
391,basic,55,0.95,1000000,20,False,22.05,6,60414171
392,basic,56,0.95,1000000,20,False,22.05,8,68644295
393,basic,1,0.01,1000000,20,True,22.05,2,34320439
394,basic,2,0.01,1000000,20,True,22.05,4,67590298
395,basic,3,0.01,1000000,20,True,22.05,6,49589903
396,basic,4,0.01,1000000,20,True,22.05,8,43670817
397,basic,5,0.01,1000000,20,False,22.05,2,19156809
398,basic,6,0.01,1000000,20,False,22.05,4,45509447
399,basic,7,0.01,1000000,20,False,22.05,6,82727487
400,basic,8,0.01,1000000,20,False,22.05,8,30743692
401,basic,9,0.16666666666666663,1000000,20,True,22.05,2,82813378
402,basic,10,0.16666666666666663,1000000,20,True,22.05,4,65527974
403,basic,11,0.16666666666666663,1000000,20,True,22.05,6,55440862
404,basic,12,0.16666666666666663,1000000,20,True,22.05,8,71035984
405,basic,13,0.16666666666666663,1000000,20,False,22.05,2,36517867
406,basic,14,0.16666666666666663,1000000,20,False,22.05,4,1095895
407,basic,15,0.16666666666666663,1000000,20,False,22.05,6,79157740
408,basic,16,0.16666666666666663,1000000,20,False,22.05,8,85074195
409,basic,17,0.3233333333333333,1000000,20,True,22.05,2,59151764
410,basic,18,0.3233333333333333,1000000,20,True,22.05,4,94144744
411,basic,19,0.3233333333333333,1000000,20,True,22.05,6,10714267
412,basic,20,0.3233333333333333,1000000,20,True,22.05,8,59183197
413,basic,21,0.3233333333333333,1000000,20,False,22.05,2,65147600
414,basic,22,0.3233333333333333,1000000,20,False,22.05,4,44165523
415,basic,23,0.3233333333333333,1000000,20,False,22.05,6,93089378
416,basic,24,0.3233333333333333,1000000,20,False,22.05,8,93843382
417,basic,25,0.48,1000000,20,True,22.05,2,17451110
418,basic,26,0.48,1000000,20,True,22.05,4,68510311
419,basic,27,0.48,1000000,20,True,22.05,6,82951003
420,basic,28,0.48,1000000,20,True,22.05,8,3804076
421,basic,29,0.48,1000000,20,False,22.05,2,58003548
422,basic,30,0.48,1000000,20,False,22.05,4,71409597
423,basic,31,0.48,1000000,20,False,22.05,6,8116321
424,basic,32,0.48,1000000,20,False,22.05,8,60859782
425,basic,33,0.6366666666666666,1000000,20,True,22.05,2,71837319
426,basic,34,0.6366666666666666,1000000,20,True,22.05,4,51499725
427,basic,35,0.6366666666666666,1000000,20,True,22.05,6,70089397
428,basic,36,0.6366666666666666,1000000,20,True,22.05,8,86179155
429,basic,37,0.6366666666666666,1000000,20,False,22.05,2,9573041
430,basic,38,0.6366666666666666,1000000,20,False,22.05,4,2020567
431,basic,39,0.6366666666666666,1000000,20,False,22.05,6,17002397
432,basic,40,0.6366666666666666,1000000,20,False,22.05,8,87799410
433,basic,41,0.7933333333333333,1000000,20,True,22.05,2,28784439
434,basic,42,0.7933333333333333,1000000,20,True,22.05,4,68001934
435,basic,43,0.7933333333333333,1000000,20,True,22.05,6,31500661
436,basic,44,0.7933333333333333,1000000,20,True,22.05,8,76583935
437,basic,45,0.7933333333333333,1000000,20,False,22.05,2,61825927
438,basic,46,0.7933333333333333,1000000,20,False,22.05,4,44407799
439,basic,47,0.7933333333333333,1000000,20,False,22.05,6,2305632
440,basic,48,0.7933333333333333,1000000,20,False,22.05,8,62249159
441,basic,49,0.95,1000000,20,True,22.05,2,14189057
442,basic,50,0.95,1000000,20,True,22.05,4,64671477
443,basic,51,0.95,1000000,20,True,22.05,6,83899561
444,basic,52,0.95,1000000,20,True,22.05,8,65074722
445,basic,53,0.95,1000000,20,False,22.05,2,12060034
446,basic,54,0.95,1000000,20,False,22.05,4,22772430
447,basic,55,0.95,1000000,20,False,22.05,6,27709632
448,basic,56,0.95,1000000,20,False,22.05,8,7493662
449,basic,1,0.01,1000000,20,True,22.05,2,37916511
450,basic,2,0.01,1000000,20,True,22.05,4,46706263
451,basic,3,0.01,1000000,20,True,22.05,6,45843230
452,basic,4,0.01,1000000,20,True,22.05,8,2122579
453,basic,5,0.01,1000000,20,False,22.05,2,20135941
454,basic,6,0.01,1000000,20,False,22.05,4,411038
455,basic,7,0.01,1000000,20,False,22.05,6,48358307
456,basic,8,0.01,1000000,20,False,22.05,8,32903776
457,basic,9,0.16666666666666663,1000000,20,True,22.05,2,40168531
458,basic,10,0.16666666666666663,1000000,20,True,22.05,4,4587361
459,basic,11,0.16666666666666663,1000000,20,True,22.05,6,49337875
460,basic,12,0.16666666666666663,1000000,20,True,22.05,8,50256978
461,basic,13,0.16666666666666663,1000000,20,False,22.05,2,50226430
462,basic,14,0.16666666666666663,1000000,20,False,22.05,4,21447276
463,basic,15,0.16666666666666663,1000000,20,False,22.05,6,75102747
464,basic,16,0.16666666666666663,1000000,20,False,22.05,8,27901237
465,basic,17,0.3233333333333333,1000000,20,True,22.05,2,83087236
466,basic,18,0.3233333333333333,1000000,20,True,22.05,4,52525149
467,basic,19,0.3233333333333333,1000000,20,True,22.05,6,65110720
468,basic,20,0.3233333333333333,1000000,20,True,22.05,8,85797949
469,basic,21,0.3233333333333333,1000000,20,False,22.05,2,41907183
470,basic,22,0.3233333333333333,1000000,20,False,22.05,4,355648
471,basic,23,0.3233333333333333,1000000,20,False,22.05,6,46652030
472,basic,24,0.3233333333333333,1000000,20,False,22.05,8,14244340
473,basic,25,0.48,1000000,20,True,22.05,2,40053673
474,basic,26,0.48,1000000,20,True,22.05,4,40581089
475,basic,27,0.48,1000000,20,True,22.05,6,37834423
476,basic,28,0.48,1000000,20,True,22.05,8,92162615
477,basic,29,0.48,1000000,20,False,22.05,2,86718498
478,basic,30,0.48,1000000,20,False,22.05,4,36695867
479,basic,31,0.48,1000000,20,False,22.05,6,81773265
480,basic,32,0.48,1000000,20,False,22.05,8,14088630
481,basic,33,0.6366666666666666,1000000,20,True,22.05,2,71394880
482,basic,34,0.6366666666666666,1000000,20,True,22.05,4,98652022
483,basic,35,0.6366666666666666,1000000,20,True,22.05,6,77101306
484,basic,36,0.6366666666666666,1000000,20,True,22.05,8,88585944
485,basic,37,0.6366666666666666,1000000,20,False,22.05,2,51488241
486,basic,38,0.6366666666666666,1000000,20,False,22.05,4,46082613
487,basic,39,0.6366666666666666,1000000,20,False,22.05,6,1479637
488,basic,40,0.6366666666666666,1000000,20,False,22.05,8,6034473
489,basic,41,0.7933333333333333,1000000,20,True,22.05,2,75408492
490,basic,42,0.7933333333333333,1000000,20,True,22.05,4,65037309
491,basic,43,0.7933333333333333,1000000,20,True,22.05,6,30382323
492,basic,44,0.7933333333333333,1000000,20,True,22.05,8,73364580
493,basic,45,0.7933333333333333,1000000,20,False,22.05,2,855334
494,basic,46,0.7933333333333333,1000000,20,False,22.05,4,55577142
495,basic,47,0.7933333333333333,1000000,20,False,22.05,6,76746018
496,basic,48,0.7933333333333333,1000000,20,False,22.05,8,95085676
497,basic,49,0.95,1000000,20,True,22.05,2,30654797
498,basic,50,0.95,1000000,20,True,22.05,4,85974593
499,basic,51,0.95,1000000,20,True,22.05,6,83302237
500,basic,52,0.95,1000000,20,True,22.05,8,63653874
501,basic,53,0.95,1000000,20,False,22.05,2,57233321
502,basic,54,0.95,1000000,20,False,22.05,4,80543322
503,basic,55,0.95,1000000,20,False,22.05,6,70698991
504,basic,56,0.95,1000000,20,False,22.05,8,78020210
505,basic,1,0.01,1000000,20,True,22.05,2,16576259
506,basic,2,0.01,1000000,20,True,22.05,4,79187447
507,basic,3,0.01,1000000,20,True,22.05,6,29952320
508,basic,4,0.01,1000000,20,True,22.05,8,40628107
509,basic,5,0.01,1000000,20,False,22.05,2,53327562
510,basic,6,0.01,1000000,20,False,22.05,4,90266950
511,basic,7,0.01,1000000,20,False,22.05,6,23644904
512,basic,8,0.01,1000000,20,False,22.05,8,22195009
513,basic,9,0.16666666666666663,1000000,20,True,22.05,2,90201831
514,basic,10,0.16666666666666663,1000000,20,True,22.05,4,34005387
515,basic,11,0.16666666666666663,1000000,20,True,22.05,6,77558239
516,basic,12,0.16666666666666663,1000000,20,True,22.05,8,58317922
517,basic,13,0.16666666666666663,1000000,20,False,22.05,2,76768034
518,basic,14,0.16666666666666663,1000000,20,False,22.05,4,34514127
519,basic,15,0.16666666666666663,1000000,20,False,22.05,6,35490785
520,basic,16,0.16666666666666663,1000000,20,False,22.05,8,15494843
521,basic,17,0.3233333333333333,1000000,20,True,22.05,2,69677907
522,basic,18,0.3233333333333333,1000000,20,True,22.05,4,62902909
523,basic,19,0.3233333333333333,1000000,20,True,22.05,6,69442483
524,basic,20,0.3233333333333333,1000000,20,True,22.05,8,24170048
525,basic,21,0.3233333333333333,1000000,20,False,22.05,2,35756216
526,basic,22,0.3233333333333333,1000000,20,False,22.05,4,93779839
527,basic,23,0.3233333333333333,1000000,20,False,22.05,6,33398947
528,basic,24,0.3233333333333333,1000000,20,False,22.05,8,33803321
529,basic,25,0.48,1000000,20,True,22.05,2,28872674
530,basic,26,0.48,1000000,20,True,22.05,4,87382589
531,basic,27,0.48,1000000,20,True,22.05,6,45366067
532,basic,28,0.48,1000000,20,True,22.05,8,82223364
533,basic,29,0.48,1000000,20,False,22.05,2,23054171
534,basic,30,0.48,1000000,20,False,22.05,4,67322204
535,basic,31,0.48,1000000,20,False,22.05,6,28653348
536,basic,32,0.48,1000000,20,False,22.05,8,48653855
537,basic,33,0.6366666666666666,1000000,20,True,22.05,2,41801276
538,basic,34,0.6366666666666666,1000000,20,True,22.05,4,3015352
539,basic,35,0.6366666666666666,1000000,20,True,22.05,6,54828757
540,basic,36,0.6366666666666666,1000000,20,True,22.05,8,98918138
541,basic,37,0.6366666666666666,1000000,20,False,22.05,2,96864980
542,basic,38,0.6366666666666666,1000000,20,False,22.05,4,11499581
543,basic,39,0.6366666666666666,1000000,20,False,22.05,6,84359279
544,basic,40,0.6366666666666666,1000000,20,False,22.05,8,85814395
545,basic,41,0.7933333333333333,1000000,20,True,22.05,2,63300557
546,basic,42,0.7933333333333333,1000000,20,True,22.05,4,44429209
547,basic,43,0.7933333333333333,1000000,20,True,22.05,6,22190046
548,basic,44,0.7933333333333333,1000000,20,True,22.05,8,82490254
549,basic,45,0.7933333333333333,1000000,20,False,22.05,2,77562676
550,basic,46,0.7933333333333333,1000000,20,False,22.05,4,98603865
551,basic,47,0.7933333333333333,1000000,20,False,22.05,6,16877950
552,basic,48,0.7933333333333333,1000000,20,False,22.05,8,3911256
553,basic,49,0.95,1000000,20,True,22.05,2,36748980
554,basic,50,0.95,1000000,20,True,22.05,4,88501967
555,basic,51,0.95,1000000,20,True,22.05,6,8661671
556,basic,52,0.95,1000000,20,True,22.05,8,76165829
557,basic,53,0.95,1000000,20,False,22.05,2,966236
558,basic,54,0.95,1000000,20,False,22.05,4,26986566
559,basic,55,0.95,1000000,20,False,22.05,6,71290017
560,basic,56,0.95,1000000,20,False,22.05,8,45591626
561,cost,1,0.01,1000000,20,True,19.6,6,73423486
562,cost,2,0.01,1000000,20,True,21.233333333333334,6,73510070
563,cost,3,0.01,1000000,20,True,22.866666666666664,6,53200648
564,cost,4,0.01,1000000,20,True,24.5,6,5359915
565,cost,5,0.01,1000000,20,False,19.6,6,12833217
566,cost,6,0.01,1000000,20,False,21.233333333333334,6,12133934
567,cost,7,0.01,1000000,20,False,22.866666666666664,6,94171598
568,cost,8,0.01,1000000,20,False,24.5,6,9157108
569,cost,9,0.16666666666666663,1000000,20,True,19.6,6,23251284
570,cost,10,0.16666666666666663,1000000,20,True,21.233333333333334,6,62728821
571,cost,11,0.16666666666666663,1000000,20,True,22.866666666666664,6,50132112
572,cost,12,0.16666666666666663,1000000,20,True,24.5,6,30888558
573,cost,13,0.16666666666666663,1000000,20,False,19.6,6,69187214
574,cost,14,0.16666666666666663,1000000,20,False,21.233333333333334,6,71961177
575,cost,15,0.16666666666666663,1000000,20,False,22.866666666666664,6,86142506
576,cost,16,0.16666666666666663,1000000,20,False,24.5,6,73679858
577,cost,17,0.3233333333333333,1000000,20,True,19.6,6,61472530
578,cost,18,0.3233333333333333,1000000,20,True,21.233333333333334,6,58202151
579,cost,19,0.3233333333333333,1000000,20,True,22.866666666666664,6,90872005
580,cost,20,0.3233333333333333,1000000,20,True,24.5,6,85000911
581,cost,21,0.3233333333333333,1000000,20,False,19.6,6,63443152
582,cost,22,0.3233333333333333,1000000,20,False,21.233333333333334,6,7801736
583,cost,23,0.3233333333333333,1000000,20,False,22.866666666666664,6,86902917
584,cost,24,0.3233333333333333,1000000,20,False,24.5,6,50105086
585,cost,25,0.48,1000000,20,True,19.6,6,3781714
586,cost,26,0.48,1000000,20,True,21.233333333333334,6,71766886
587,cost,27,0.48,1000000,20,True,22.866666666666664,6,11059360
588,cost,28,0.48,1000000,20,True,24.5,6,95998423
589,cost,29,0.48,1000000,20,False,19.6,6,66413403
590,cost,30,0.48,1000000,20,False,21.233333333333334,6,55930561
591,cost,31,0.48,1000000,20,False,22.866666666666664,6,58216284
592,cost,32,0.48,1000000,20,False,24.5,6,81494218
593,cost,33,0.6366666666666666,1000000,20,True,19.6,6,69555363
594,cost,34,0.6366666666666666,1000000,20,True,21.233333333333334,6,27330582
595,cost,35,0.6366666666666666,1000000,20,True,22.866666666666664,6,74630844
596,cost,36,0.6366666666666666,1000000,20,True,24.5,6,17634798
597,cost,37,0.6366666666666666,1000000,20,False,19.6,6,22939975
598,cost,38,0.6366666666666666,1000000,20,False,21.233333333333334,6,18116661
599,cost,39,0.6366666666666666,1000000,20,False,22.866666666666664,6,49566366
600,cost,40,0.6366666666666666,1000000,20,False,24.5,6,71728143
601,cost,41,0.7933333333333333,1000000,20,True,19.6,6,9509383
602,cost,42,0.7933333333333333,1000000,20,True,21.233333333333334,6,28192094
603,cost,43,0.7933333333333333,1000000,20,True,22.866666666666664,6,81326190
604,cost,44,0.7933333333333333,1000000,20,True,24.5,6,42707989
605,cost,45,0.7933333333333333,1000000,20,False,19.6,6,80750081
606,cost,46,0.7933333333333333,1000000,20,False,21.233333333333334,6,13739510
607,cost,47,0.7933333333333333,1000000,20,False,22.866666666666664,6,90959494
608,cost,48,0.7933333333333333,1000000,20,False,24.5,6,67340404
609,cost,49,0.95,1000000,20,True,19.6,6,90957960
610,cost,50,0.95,1000000,20,True,21.233333333333334,6,94829896
611,cost,51,0.95,1000000,20,True,22.866666666666664,6,36294869
612,cost,52,0.95,1000000,20,True,24.5,6,6293506
613,cost,53,0.95,1000000,20,False,19.6,6,97413166
614,cost,54,0.95,1000000,20,False,21.233333333333334,6,61176200
615,cost,55,0.95,1000000,20,False,22.866666666666664,6,64191585
616,cost,56,0.95,1000000,20,False,24.5,6,73485044
617,cost,1,0.01,1000000,20,True,19.6,6,50489056
618,cost,2,0.01,1000000,20,True,21.233333333333334,6,35449977
619,cost,3,0.01,1000000,20,True,22.866666666666664,6,64887355
620,cost,4,0.01,1000000,20,True,24.5,6,83642464
621,cost,5,0.01,1000000,20,False,19.6,6,17722626
622,cost,6,0.01,1000000,20,False,21.233333333333334,6,69354283
623,cost,7,0.01,1000000,20,False,22.866666666666664,6,15766596
624,cost,8,0.01,1000000,20,False,24.5,6,35537373
625,cost,9,0.16666666666666663,1000000,20,True,19.6,6,41482715
626,cost,10,0.16666666666666663,1000000,20,True,21.233333333333334,6,42510959
627,cost,11,0.16666666666666663,1000000,20,True,22.866666666666664,6,22504603
628,cost,12,0.16666666666666663,1000000,20,True,24.5,6,66215757
629,cost,13,0.16666666666666663,1000000,20,False,19.6,6,58180949
630,cost,14,0.16666666666666663,1000000,20,False,21.233333333333334,6,73479095
631,cost,15,0.16666666666666663,1000000,20,False,22.866666666666664,6,25293075
632,cost,16,0.16666666666666663,1000000,20,False,24.5,6,9839388
633,cost,17,0.3233333333333333,1000000,20,True,19.6,6,36112100
634,cost,18,0.3233333333333333,1000000,20,True,21.233333333333334,6,87988466
635,cost,19,0.3233333333333333,1000000,20,True,22.866666666666664,6,97043089
636,cost,20,0.3233333333333333,1000000,20,True,24.5,6,27369196
637,cost,21,0.3233333333333333,1000000,20,False,19.6,6,20766353
638,cost,22,0.3233333333333333,1000000,20,False,21.233333333333334,6,87812813
639,cost,23,0.3233333333333333,1000000,20,False,22.866666666666664,6,59554066
640,cost,24,0.3233333333333333,1000000,20,False,24.5,6,12650508
641,cost,25,0.48,1000000,20,True,19.6,6,57972927
642,cost,26,0.48,1000000,20,True,21.233333333333334,6,30638266
643,cost,27,0.48,1000000,20,True,22.866666666666664,6,23708975
644,cost,28,0.48,1000000,20,True,24.5,6,72957115
645,cost,29,0.48,1000000,20,False,19.6,6,34509408
646,cost,30,0.48,1000000,20,False,21.233333333333334,6,34313290
647,cost,31,0.48,1000000,20,False,22.866666666666664,6,81164981
648,cost,32,0.48,1000000,20,False,24.5,6,33365594
649,cost,33,0.6366666666666666,1000000,20,True,19.6,6,98300864
650,cost,34,0.6366666666666666,1000000,20,True,21.233333333333334,6,66776563
651,cost,35,0.6366666666666666,1000000,20,True,22.866666666666664,6,62412026
652,cost,36,0.6366666666666666,1000000,20,True,24.5,6,82071990
653,cost,37,0.6366666666666666,1000000,20,False,19.6,6,83588854
654,cost,38,0.6366666666666666,1000000,20,False,21.233333333333334,6,1093000
655,cost,39,0.6366666666666666,1000000,20,False,22.866666666666664,6,45835762
656,cost,40,0.6366666666666666,1000000,20,False,24.5,6,21842813
657,cost,41,0.7933333333333333,1000000,20,True,19.6,6,49717
658,cost,42,0.7933333333333333,1000000,20,True,21.233333333333334,6,24115167
659,cost,43,0.7933333333333333,1000000,20,True,22.866666666666664,6,55345710
660,cost,44,0.7933333333333333,1000000,20,True,24.5,6,23361213
661,cost,45,0.7933333333333333,1000000,20,False,19.6,6,65627238
662,cost,46,0.7933333333333333,1000000,20,False,21.233333333333334,6,63192440
663,cost,47,0.7933333333333333,1000000,20,False,22.866666666666664,6,2590451
664,cost,48,0.7933333333333333,1000000,20,False,24.5,6,30594768
665,cost,49,0.95,1000000,20,True,19.6,6,54890181
666,cost,50,0.95,1000000,20,True,21.233333333333334,6,41850472
667,cost,51,0.95,1000000,20,True,22.866666666666664,6,45496132
668,cost,52,0.95,1000000,20,True,24.5,6,30516804
669,cost,53,0.95,1000000,20,False,19.6,6,67048683
670,cost,54,0.95,1000000,20,False,21.233333333333334,6,2638574
671,cost,55,0.95,1000000,20,False,22.866666666666664,6,59358050
672,cost,56,0.95,1000000,20,False,24.5,6,95666598
673,cost,1,0.01,1000000,20,True,19.6,6,77225347
674,cost,2,0.01,1000000,20,True,21.233333333333334,6,31550083
675,cost,3,0.01,1000000,20,True,22.866666666666664,6,744644
676,cost,4,0.01,1000000,20,True,24.5,6,53565308
677,cost,5,0.01,1000000,20,False,19.6,6,22714815
678,cost,6,0.01,1000000,20,False,21.233333333333334,6,84539944
679,cost,7,0.01,1000000,20,False,22.866666666666664,6,46668515
680,cost,8,0.01,1000000,20,False,24.5,6,97786366
681,cost,9,0.16666666666666663,1000000,20,True,19.6,6,55653213
682,cost,10,0.16666666666666663,1000000,20,True,21.233333333333334,6,78416371
683,cost,11,0.16666666666666663,1000000,20,True,22.866666666666664,6,36783033
684,cost,12,0.16666666666666663,1000000,20,True,24.5,6,45417573
685,cost,13,0.16666666666666663,1000000,20,False,19.6,6,26675069
686,cost,14,0.16666666666666663,1000000,20,False,21.233333333333334,6,40299853
687,cost,15,0.16666666666666663,1000000,20,False,22.866666666666664,6,9251931
688,cost,16,0.16666666666666663,1000000,20,False,24.5,6,66165892
689,cost,17,0.3233333333333333,1000000,20,True,19.6,6,97379441
690,cost,18,0.3233333333333333,1000000,20,True,21.233333333333334,6,99577066
691,cost,19,0.3233333333333333,1000000,20,True,22.866666666666664,6,17611174
692,cost,20,0.3233333333333333,1000000,20,True,24.5,6,25375783
693,cost,21,0.3233333333333333,1000000,20,False,19.6,6,64844262
694,cost,22,0.3233333333333333,1000000,20,False,21.233333333333334,6,43304192
695,cost,23,0.3233333333333333,1000000,20,False,22.866666666666664,6,8369749
696,cost,24,0.3233333333333333,1000000,20,False,24.5,6,12276335
697,cost,25,0.48,1000000,20,True,19.6,6,22972988
698,cost,26,0.48,1000000,20,True,21.233333333333334,6,93534775
699,cost,27,0.48,1000000,20,True,22.866666666666664,6,7151840
700,cost,28,0.48,1000000,20,True,24.5,6,52031639
701,cost,29,0.48,1000000,20,False,19.6,6,3387125
702,cost,30,0.48,1000000,20,False,21.233333333333334,6,88923309
703,cost,31,0.48,1000000,20,False,22.866666666666664,6,92417462
704,cost,32,0.48,1000000,20,False,24.5,6,61026110
705,cost,33,0.6366666666666666,1000000,20,True,19.6,6,65531082
706,cost,34,0.6366666666666666,1000000,20,True,21.233333333333334,6,12695175
707,cost,35,0.6366666666666666,1000000,20,True,22.866666666666664,6,86595160
708,cost,36,0.6366666666666666,1000000,20,True,24.5,6,32670900
709,cost,37,0.6366666666666666,1000000,20,False,19.6,6,12032040
710,cost,38,0.6366666666666666,1000000,20,False,21.233333333333334,6,18815106
711,cost,39,0.6366666666666666,1000000,20,False,22.866666666666664,6,17922376
712,cost,40,0.6366666666666666,1000000,20,False,24.5,6,46819019
713,cost,41,0.7933333333333333,1000000,20,True,19.6,6,74147146
714,cost,42,0.7933333333333333,1000000,20,True,21.233333333333334,6,11161937
715,cost,43,0.7933333333333333,1000000,20,True,22.866666666666664,6,53301185
716,cost,44,0.7933333333333333,1000000,20,True,24.5,6,46801297
717,cost,45,0.7933333333333333,1000000,20,False,19.6,6,35611455
718,cost,46,0.7933333333333333,1000000,20,False,21.233333333333334,6,70407884
719,cost,47,0.7933333333333333,1000000,20,False,22.866666666666664,6,38524619
720,cost,48,0.7933333333333333,1000000,20,False,24.5,6,44693856
721,cost,49,0.95,1000000,20,True,19.6,6,72654302
722,cost,50,0.95,1000000,20,True,21.233333333333334,6,63127664
723,cost,51,0.95,1000000,20,True,22.866666666666664,6,70291437
724,cost,52,0.95,1000000,20,True,24.5,6,21964482
725,cost,53,0.95,1000000,20,False,19.6,6,94558587
726,cost,54,0.95,1000000,20,False,21.233333333333334,6,70559100
727,cost,55,0.95,1000000,20,False,22.866666666666664,6,76437040
728,cost,56,0.95,1000000,20,False,24.5,6,21884686
729,cost,1,0.01,1000000,20,True,19.6,6,78427119
730,cost,2,0.01,1000000,20,True,21.233333333333334,6,83900285
731,cost,3,0.01,1000000,20,True,22.866666666666664,6,3539346
732,cost,4,0.01,1000000,20,True,24.5,6,84347794
733,cost,5,0.01,1000000,20,False,19.6,6,75230309
734,cost,6,0.01,1000000,20,False,21.233333333333334,6,25059253
735,cost,7,0.01,1000000,20,False,22.866666666666664,6,67538974
736,cost,8,0.01,1000000,20,False,24.5,6,70251505
737,cost,9,0.16666666666666663,1000000,20,True,19.6,6,9577220
738,cost,10,0.16666666666666663,1000000,20,True,21.233333333333334,6,28049809
739,cost,11,0.16666666666666663,1000000,20,True,22.866666666666664,6,10135922
740,cost,12,0.16666666666666663,1000000,20,True,24.5,6,20784843
741,cost,13,0.16666666666666663,1000000,20,False,19.6,6,11696873
742,cost,14,0.16666666666666663,1000000,20,False,21.233333333333334,6,1976286
743,cost,15,0.16666666666666663,1000000,20,False,22.866666666666664,6,68130637
744,cost,16,0.16666666666666663,1000000,20,False,24.5,6,46642355
745,cost,17,0.3233333333333333,1000000,20,True,19.6,6,74797886
746,cost,18,0.3233333333333333,1000000,20,True,21.233333333333334,6,97273365
747,cost,19,0.3233333333333333,1000000,20,True,22.866666666666664,6,84219258
748,cost,20,0.3233333333333333,1000000,20,True,24.5,6,6186306
749,cost,21,0.3233333333333333,1000000,20,False,19.6,6,29702193
750,cost,22,0.3233333333333333,1000000,20,False,21.233333333333334,6,13423588
751,cost,23,0.3233333333333333,1000000,20,False,22.866666666666664,6,25637627
752,cost,24,0.3233333333333333,1000000,20,False,24.5,6,68995532
753,cost,25,0.48,1000000,20,True,19.6,6,5129715
754,cost,26,0.48,1000000,20,True,21.233333333333334,6,93955082
755,cost,27,0.48,1000000,20,True,22.866666666666664,6,12909867
756,cost,28,0.48,1000000,20,True,24.5,6,59165695
757,cost,29,0.48,1000000,20,False,19.6,6,57822355
758,cost,30,0.48,1000000,20,False,21.233333333333334,6,6710440
759,cost,31,0.48,1000000,20,False,22.866666666666664,6,43389390
760,cost,32,0.48,1000000,20,False,24.5,6,45693249
761,cost,33,0.6366666666666666,1000000,20,True,19.6,6,22427776
762,cost,34,0.6366666666666666,1000000,20,True,21.233333333333334,6,42432644
763,cost,35,0.6366666666666666,1000000,20,True,22.866666666666664,6,57688370
764,cost,36,0.6366666666666666,1000000,20,True,24.5,6,87898731
765,cost,37,0.6366666666666666,1000000,20,False,19.6,6,67000003
766,cost,38,0.6366666666666666,1000000,20,False,21.233333333333334,6,53636098
767,cost,39,0.6366666666666666,1000000,20,False,22.866666666666664,6,20565292
768,cost,40,0.6366666666666666,1000000,20,False,24.5,6,46217652
769,cost,41,0.7933333333333333,1000000,20,True,19.6,6,39496062
770,cost,42,0.7933333333333333,1000000,20,True,21.233333333333334,6,70437836
771,cost,43,0.7933333333333333,1000000,20,True,22.866666666666664,6,6739221
772,cost,44,0.7933333333333333,1000000,20,True,24.5,6,56509635
773,cost,45,0.7933333333333333,1000000,20,False,19.6,6,12983435
774,cost,46,0.7933333333333333,1000000,20,False,21.233333333333334,6,72233158
775,cost,47,0.7933333333333333,1000000,20,False,22.866666666666664,6,19497273
776,cost,48,0.7933333333333333,1000000,20,False,24.5,6,82040492
777,cost,49,0.95,1000000,20,True,19.6,6,51987326
778,cost,50,0.95,1000000,20,True,21.233333333333334,6,25919677
779,cost,51,0.95,1000000,20,True,22.866666666666664,6,16324767
780,cost,52,0.95,1000000,20,True,24.5,6,51921526
781,cost,53,0.95,1000000,20,False,19.6,6,66219869
782,cost,54,0.95,1000000,20,False,21.233333333333334,6,93891183
783,cost,55,0.95,1000000,20,False,22.866666666666664,6,9204289
784,cost,56,0.95,1000000,20,False,24.5,6,36085454
785,cost,1,0.01,1000000,20,True,19.6,6,67958052
786,cost,2,0.01,1000000,20,True,21.233333333333334,6,31950491
787,cost,3,0.01,1000000,20,True,22.866666666666664,6,62671149
788,cost,4,0.01,1000000,20,True,24.5,6,65287346
789,cost,5,0.01,1000000,20,False,19.6,6,18745701
790,cost,6,0.01,1000000,20,False,21.233333333333334,6,52844480
791,cost,7,0.01,1000000,20,False,22.866666666666664,6,1353235
792,cost,8,0.01,1000000,20,False,24.5,6,64836820
793,cost,9,0.16666666666666663,1000000,20,True,19.6,6,10999740
794,cost,10,0.16666666666666663,1000000,20,True,21.233333333333334,6,81415839
795,cost,11,0.16666666666666663,1000000,20,True,22.866666666666664,6,67394359
796,cost,12,0.16666666666666663,1000000,20,True,24.5,6,51959890
797,cost,13,0.16666666666666663,1000000,20,False,19.6,6,67290385
798,cost,14,0.16666666666666663,1000000,20,False,21.233333333333334,6,8053718
799,cost,15,0.16666666666666663,1000000,20,False,22.866666666666664,6,47400338
800,cost,16,0.16666666666666663,1000000,20,False,24.5,6,91499281
801,cost,17,0.3233333333333333,1000000,20,True,19.6,6,10466064
