1120
# Paramgroup(pg={'basic': {'substrate:max': [2, 4, 6, 8], 'general:output_frequency': [1000000], 'general:runtime': [20], 'species2:adsorbable': [True, False], 'general:init_f': [0.01, 0.16666666666666663, 0.3233333333333333, 0.48, 0.6366666666666666, 0.7933333333333333, 0.95], 'species2:mu': [22.05]}, 'cost': {'species2:mu': [19.6, 21.233333333333334, 22.866666666666664, 24.5], 'general:output_frequency': [1000000], 'general:runtime': [20], 'species2:adsorbable': [True, False], 'general:init_f': [0.01, 0.16666666666666663, 0.3233333333333333, 0.48, 0.6366666666666666, 0.7933333333333333, 0.95], 'substrate:max': [6]}}, rep={'basic': 10, 'cost': 10})
general:run,general:group,general:set,general:init_f,general:output_frequency,general:runtime,species2:adsorbable,species2:mu,substrate:max,general:seed
802,cost,18,0.3233333333333333,1000000,20,True,21.233333333333334,6,53989070
803,cost,19,0.3233333333333333,1000000,20,True,22.866666666666664,6,7596237
804,cost,20,0.3233333333333333,1000000,20,True,24.5,6,95968035
805,cost,21,0.3233333333333333,1000000,20,False,19.6,6,7218806
806,cost,22,0.3233333333333333,1000000,20,False,21.233333333333334,6,96973989
807,cost,23,0.3233333333333333,1000000,20,False,22.866666666666664,6,53961096
808,cost,24,0.3233333333333333,1000000,20,False,24.5,6,59916339
809,cost,25,0.48,1000000,20,True,19.6,6,12176159
810,cost,26,0.48,1000000,20,True,21.233333333333334,6,56412531
811,cost,27,0.48,1000000,20,True,22.866666666666664,6,43119278
812,cost,28,0.48,1000000,20,True,24.5,6,4390486
813,cost,29,0.48,1000000,20,False,19.6,6,98415120
814,cost,30,0.48,1000000,20,False,21.233333333333334,6,58476280
815,cost,31,0.48,1000000,20,False,22.866666666666664,6,33525187
816,cost,32,0.48,1000000,20,False,24.5,6,37014365
817,cost,33,0.6366666666666666,1000000,20,True,19.6,6,18160138
818,cost,34,0.6366666666666666,1000000,20,True,21.233333333333334,6,47388339
819,cost,35,0.6366666666666666,1000000,20,True,22.866666666666664,6,95342818
820,cost,36,0.6366666666666666,1000000,20,True,24.5,6,83769044
821,cost,37,0.6366666666666666,1000000,20,False,19.6,6,52202328
822,cost,38,0.6366666666666666,1000000,20,False,21.233333333333334,6,75418169
823,cost,39,0.6366666666666666,1000000,20,False,22.866666666666664,6,23262369
824,cost,40,0.6366666666666666,1000000,20,False,24.5,6,90101436
825,cost,41,0.7933333333333333,1000000,20,True,19.6,6,56980086
826,cost,42,0.7933333333333333,1000000,20,True,21.233333333333334,6,91457700
827,cost,43,0.7933333333333333,1000000,20,True,22.866666666666664,6,39233085
828,cost,44,0.7933333333333333,1000000,20,True,24.5,6,18883953
829,cost,45,0.7933333333333333,1000000,20,False,19.6,6,95485808
830,cost,46,0.7933333333333333,1000000,20,False,21.233333333333334,6,84191150
831,cost,47,0.7933333333333333,1000000,20,False,22.866666666666664,6,82517108
832,cost,48,0.7933333333333333,1000000,20,False,24.5,6,65685052
833,cost,49,0.95,1000000,20,True,19.6,6,76628425
834,cost,50,0.95,1000000,20,True,21.233333333333334,6,21976142
835,cost,51,0.95,1000000,20,True,22.866666666666664,6,58760282
836,cost,52,0.95,1000000,20,True,24.5,6,14328427
837,cost,53,0.95,1000000,20,False,19.6,6,76779788
838,cost,54,0.95,1000000,20,False,21.233333333333334,6,4888504
839,cost,55,0.95,1000000,20,False,22.866666666666664,6,22267490
840,cost,56,0.95,1000000,20,False,24.5,6,42164255
841,cost,1,0.01,1000000,20,True,19.6,6,67881258
842,cost,2,0.01,1000000,20,True,21.233333333333334,6,51956284
843,cost,3,0.01,1000000,20,True,22.866666666666664,6,80798557
844,cost,4,0.01,1000000,20,True,24.5,6,35997407
845,cost,5,0.01,1000000,20,False,19.6,6,82939751
846,cost,6,0.01,1000000,20,False,21.233333333333334,6,10854505
847,cost,7,0.01,1000000,20,False,22.866666666666664,6,9798544
848,cost,8,0.01,1000000,20,False,24.5,6,80256927
849,cost,9,0.16666666666666663,1000000,20,True,19.6,6,87000721
850,cost,10,0.16666666666666663,1000000,20,True,21.233333333333334,6,53646530
851,cost,11,0.16666666666666663,1000000,20,True,22.866666666666664,6,8358440
852,cost,12,0.16666666666666663,1000000,20,True,24.5,6,56400463
853,cost,13,0.16666666666666663,1000000,20,False,19.6,6,4374378
854,cost,14,0.16666666666666663,1000000,20,False,21.233333333333334,6,94105869
855,cost,15,0.16666666666666663,1000000,20,False,22.866666666666664,6,19705976
856,cost,16,0.16666666666666663,1000000,20,False,24.5,6,20267892
857,cost,17,0.3233333333333333,1000000,20,True,19.6,6,99438381
858,cost,18,0.3233333333333333,1000000,20,True,21.233333333333334,6,78569865
859,cost,19,0.3233333333333333,1000000,20,True,22.866666666666664,6,58803043
860,cost,20,0.3233333333333333,1000000,20,True,24.5,6,11005112
861,cost,21,0.3233333333333333,1000000,20,False,19.6,6,17601053
862,cost,22,0.3233333333333333,1000000,20,False,21.233333333333334,6,68173649
863,cost,23,0.3233333333333333,1000000,20,False,22.866666666666664,6,59978943
864,cost,24,0.3233333333333333,1000000,20,False,24.5,6,15717718
865,cost,25,0.48,1000000,20,True,19.6,6,53781439
866,cost,26,0.48,1000000,20,True,21.233333333333334,6,60545367
867,cost,27,0.48,1000000,20,True,22.866666666666664,6,94238998
868,cost,28,0.48,1000000,20,True,24.5,6,96680935
869,cost,29,0.48,1000000,20,False,19.6,6,95171232
870,cost,30,0.48,1000000,20,False,21.233333333333334,6,83502440
871,cost,31,0.48,1000000,20,False,22.866666666666664,6,42197862
872,cost,32,0.48,1000000,20,False,24.5,6,25947463
873,cost,33,0.6366666666666666,1000000,20,True,19.6,6,46311616
874,cost,34,0.6366666666666666,1000000,20,True,21.233333333333334,6,40726270
875,cost,35,0.6366666666666666,1000000,20,True,22.866666666666664,6,19146514
876,cost,36,0.6366666666666666,1000000,20,True,24.5,6,6366357
877,cost,37,0.6366666666666666,1000000,20,False,19.6,6,43806388
878,cost,38,0.6366666666666666,1000000,20,False,21.233333333333334,6,3928757
879,cost,39,0.6366666666666666,1000000,20,False,22.866666666666664,6,68826496
880,cost,40,0.6366666666666666,1000000,20,False,24.5,6,50164683
881,cost,41,0.7933333333333333,1000000,20,True,19.6,6,77935072
882,cost,42,0.7933333333333333,1000000,20,True,21.233333333333334,6,46647871
883,cost,43,0.7933333333333333,1000000,20,True,22.866666666666664,6,3020834
884,cost,44,0.7933333333333333,1000000,20,True,24.5,6,76955637
885,cost,45,0.7933333333333333,1000000,20,False,19.6,6,58670376
886,cost,46,0.7933333333333333,1000000,20,False,21.233333333333334,6,50344479
887,cost,47,0.7933333333333333,1000000,20,False,22.866666666666664,6,2199222
888,cost,48,0.7933333333333333,1000000,20,False,24.5,6,38826657
889,cost,49,0.95,1000000,20,True,19.6,6,46173617
890,cost,50,0.95,1000000,20,True,21.233333333333334,6,83640095
891,cost,51,0.95,1000000,20,True,22.866666666666664,6,61784149
892,cost,52,0.95,1000000,20,True,24.5,6,51383763
893,cost,53,0.95,1000000,20,False,19.6,6,55532550
894,cost,54,0.95,1000000,20,False,21.233333333333334,6,31219662
895,cost,55,0.95,1000000,20,False,22.866666666666664,6,7835430
896,cost,56,0.95,1000000,20,False,24.5,6,12796369
897,cost,1,0.01,1000000,20,True,19.6,6,60476270
898,cost,2,0.01,1000000,20,True,21.233333333333334,6,27985299
899,cost,3,0.01,1000000,20,True,22.866666666666664,6,54467630
900,cost,4,0.01,1000000,20,True,24.5,6,27419660
901,cost,5,0.01,1000000,20,False,19.6,6,20548688
902,cost,6,0.01,1000000,20,False,21.233333333333334,6,77083454
903,cost,7,0.01,1000000,20,False,22.866666666666664,6,53652706
904,cost,8,0.01,1000000,20,False,24.5,6,84352786
905,cost,9,0.16666666666666663,1000000,20,True,19.6,6,40145783
906,cost,10,0.16666666666666663,1000000,20,True,21.233333333333334,6,15517395
907,cost,11,0.16666666666666663,1000000,20,True,22.866666666666664,6,6509661
908,cost,12,0.16666666666666663,1000000,20,True,24.5,6,98871825
909,cost,13,0.16666666666666663,1000000,20,False,19.6,6,1436184
910,cost,14,0.16666666666666663,1000000,20,False,21.233333333333334,6,4994265
911,cost,15,0.16666666666666663,1000000,20,False,22.866666666666664,6,90994535
912,cost,16,0.16666666666666663,1000000,20,False,24.5,6,15255949
913,cost,17,0.3233333333333333,1000000,20,True,19.6,6,59700828
914,cost,18,0.3233333333333333,1000000,20,True,21.233333333333334,6,81225479
915,cost,19,0.3233333333333333,1000000,20,True,22.866666666666664,6,11452004
916,cost,20,0.3233333333333333,1000000,20,True,24.5,6,53189039
917,cost,21,0.3233333333333333,1000000,20,False,19.6,6,39099765
918,cost,22,0.3233333333333333,1000000,20,False,21.233333333333334,6,30419402
919,cost,23,0.3233333333333333,1000000,20,False,22.866666666666664,6,63408935
920,cost,24,0.3233333333333333,1000000,20,False,24.5,6,66572917
921,cost,25,0.48,1000000,20,True,19.6,6,72318819
922,cost,26,0.48,1000000,20,True,21.233333333333334,6,33963430
923,cost,27,0.48,1000000,20,True,22.866666666666664,6,29019265
924,cost,28,0.48,1000000,20,True,24.5,6,24329534
925,cost,29,0.48,1000000,20,False,19.6,6,1442728
926,cost,30,0.48,1000000,20,False,21.233333333333334,6,90845549
927,cost,31,0.48,1000000,20,False,22.866666666666664,6,22558293
928,cost,32,0.48,1000000,20,False,24.5,6,68773676
929,cost,33,0.6366666666666666,1000000,20,True,19.6,6,62043930
930,cost,34,0.6366666666666666,1000000,20,True,21.233333333333334,6,79559329
931,cost,35,0.6366666666666666,1000000,20,True,22.866666666666664,6,50060723
932,cost,36,0.6366666666666666,1000000,20,True,24.5,6,65455119
933,cost,37,0.6366666666666666,1000000,20,False,19.6,6,62975971
934,cost,38,0.6366666666666666,1000000,20,False,21.233333333333334,6,31333623
935,cost,39,0.6366666666666666,1000000,20,False,22.866666666666664,6,23741058
936,cost,40,0.6366666666666666,1000000,20,False,24.5,6,36155635
937,cost,41,0.7933333333333333,1000000,20,True,19.6,6,20297662
938,cost,42,0.7933333333333333,1000000,20,True,21.233333333333334,6,48991059
939,cost,43,0.7933333333333333,1000000,20,True,22.866666666666664,6,84162089
940,cost,44,0.7933333333333333,1000000,20,True,24.5,6,45099153
941,cost,45,0.7933333333333333,1000000,20,False,19.6,6,21985243
942,cost,46,0.7933333333333333,1000000,20,False,21.233333333333334,6,10878721
943,cost,47,0.7933333333333333,1000000,20,False,22.866666666666664,6,15567230
944,cost,48,0.7933333333333333,1000000,20,False,24.5,6,97872336
945,cost,49,0.95,1000000,20,True,19.6,6,12402315
946,cost,50,0.95,1000000,20,True,21.233333333333334,6,14478696
947,cost,51,0.95,1000000,20,True,22.866666666666664,6,87835284
948,cost,52,0.95,1000000,20,True,24.5,6,88042330
949,cost,53,0.95,1000000,20,False,19.6,6,68720276
950,cost,54,0.95,1000000,20,False,21.233333333333334,6,62119980
951,cost,55,0.95,1000000,20,False,22.866666666666664,6,26283980
952,cost,56,0.95,1000000,20,False,24.5,6,63724682
953,cost,1,0.01,1000000,20,True,19.6,6,97556327
954,cost,2,0.01,1000000,20,True,21.233333333333334,6,39743807
955,cost,3,0.01,1000000,20,True,22.866666666666664,6,15858722
956,cost,4,0.01,1000000,20,True,24.5,6,23511041
957,cost,5,0.01,1000000,20,False,19.6,6,66941847
958,cost,6,0.01,1000000,20,False,21.233333333333334,6,98026060
959,cost,7,0.01,1000000,20,False,22.866666666666664,6,73625230
960,cost,8,0.01,1000000,20,False,24.5,6,26668148
961,cost,9,0.16666666666666663,1000000,20,True,19.6,6,90863888
962,cost,10,0.16666666666666663,1000000,20,True,21.233333333333334,6,99419018
963,cost,11,0.16666666666666663,1000000,20,True,22.866666666666664,6,37087948
964,cost,12,0.16666666666666663,1000000,20,True,24.5,6,7775060
965,cost,13,0.16666666666666663,1000000,20,False,19.6,6,81949719
966,cost,14,0.16666666666666663,1000000,20,False,21.233333333333334,6,17814191
967,cost,15,0.16666666666666663,1000000,20,False,22.866666666666664,6,49792286
968,cost,16,0.16666666666666663,1000000,20,False,24.5,6,73916151
969,cost,17,0.3233333333333333,1000000,20,True,19.6,6,52679425
970,cost,18,0.3233333333333333,1000000,20,True,21.233333333333334,6,86794947
971,cost,19,0.3233333333333333,1000000,20,True,22.866666666666664,6,24577551
972,cost,20,0.3233333333333333,1000000,20,True,24.5,6,93657101
973,cost,21,0.3233333333333333,1000000,20,False,19.6,6,29096335
974,cost,22,0.3233333333333333,1000000,20,False,21.233333333333334,6,43466680
975,cost,23,0.3233333333333333,1000000,20,False,22.866666666666664,6,85965136
976,cost,24,0.3233333333333333,1000000,20,False,24.5,6,53920481
977,cost,25,0.48,1000000,20,True,19.6,6,78030839
978,cost,26,0.48,1000000,20,True,21.233333333333334,6,44079965
979,cost,27,0.48,1000000,20,True,22.866666666666664,6,78006806
980,cost,28,0.48,1000000,20,True,24.5,6,98284952
981,cost,29,0.48,1000000,20,False,19.6,6,67134714
982,cost,30,0.48,1000000,20,False,21.233333333333334,6,24108446
983,cost,31,0.48,1000000,20,False,22.866666666666664,6,29994856
984,cost,32,0.48,1000000,20,False,24.5,6,79916692
985,cost,33,0.6366666666666666,1000000,20,True,19.6,6,38209986
986,cost,34,0.6366666666666666,1000000,20,True,21.233333333333334,6,6489456
987,cost,35,0.6366666666666666,1000000,20,True,22.866666666666664,6,38723464
988,cost,36,0.6366666666666666,1000000,20,True,24.5,6,93190810
989,cost,37,0.6366666666666666,1000000,20,False,19.6,6,27433226
990,cost,38,0.6366666666666666,1000000,20,False,21.233333333333334,6,38221849
991,cost,39,0.6366666666666666,1000000,20,False,22.866666666666664,6,90326008
992,cost,40,0.6366666666666666,1000000,20,False,24.5,6,22750585
993,cost,41,0.7933333333333333,1000000,20,True,19.6,6,45494770
994,cost,42,0.7933333333333333,1000000,20,True,21.233333333333334,6,23514099
995,cost,43,0.7933333333333333,1000000,20,True,22.866666666666664,6,88330259
996,cost,44,0.7933333333333333,1000000,20,True,24.5,6,61856728
997,cost,45,0.7933333333333333,1000000,20,False,19.6,6,12151830
998,cost,46,0.7933333333333333,1000000,20,False,21.233333333333334,6,8430401
999,cost,47,0.7933333333333333,1000000,20,False,22.866666666666664,6,77235997
1000,cost,48,0.7933333333333333,1000000,20,False,24.5,6,17831765
1001,cost,49,0.95,1000000,20,True,19.6,6,69665303
1002,cost,50,0.95,1000000,20,True,21.233333333333334,6,36583781
1003,cost,51,0.95,1000000,20,True,22.866666666666664,6,90524379
1004,cost,52,0.95,1000000,20,True,24.5,6,50330241
1005,cost,53,0.95,1000000,20,False,19.6,6,68147009
1006,cost,54,0.95,1000000,20,False,21.233333333333334,6,44034674
1007,cost,55,0.95,1000000,20,False,22.866666666666664,6,2659374
1008,cost,56,0.95,1000000,20,False,24.5,6,20979829
1009,cost,1,0.01,1000000,20,True,19.6,6,98174411
1010,cost,2,0.01,1000000,20,True,21.233333333333334,6,7784107
1011,cost,3,0.01,1000000,20,True,22.866666666666664,6,52279742
1012,cost,4,0.01,1000000,20,True,24.5,6,45249488
1013,cost,5,0.01,1000000,20,False,19.6,6,20081950
1014,cost,6,0.01,1000000,20,False,21.233333333333334,6,61819322
1015,cost,7,0.01,1000000,20,False,22.866666666666664,6,15788447
1016,cost,8,0.01,1000000,20,False,24.5,6,84702845
1017,cost,9,0.16666666666666663,1000000,20,True,19.6,6,19555558
1018,cost,10,0.16666666666666663,1000000,20,True,21.233333333333334,6,79891262
1019,cost,11,0.16666666666666663,1000000,20,True,22.866666666666664,6,73073708
1020,cost,12,0.16666666666666663,1000000,20,True,24.5,6,49131026
1021,cost,13,0.16666666666666663,1000000,20,False,19.6,6,89562488
1022,cost,14,0.16666666666666663,1000000,20,False,21.233333333333334,6,11814331
1023,cost,15,0.16666666666666663,1000000,20,False,22.866666666666664,6,1974141
1024,cost,16,0.16666666666666663,1000000,20,False,24.5,6,7914645
1025,cost,17,0.3233333333333333,1000000,20,True,19.6,6,34162050
1026,cost,18,0.3233333333333333,1000000,20,True,21.233333333333334,6,84934049
1027,cost,19,0.3233333333333333,1000000,20,True,22.866666666666664,6,35864134
1028,cost,20,0.3233333333333333,1000000,20,True,24.5,6,68048492
1029,cost,21,0.3233333333333333,1000000,20,False,19.6,6,49798456
1030,cost,22,0.3233333333333333,1000000,20,False,21.233333333333334,6,36560526
1031,cost,23,0.3233333333333333,1000000,20,False,22.866666666666664,6,33087318
1032,cost,24,0.3233333333333333,1000000,20,False,24.5,6,33163336
1033,cost,25,0.48,1000000,20,True,19.6,6,49932677
1034,cost,26,0.48,1000000,20,True,21.233333333333334,6,38775984
1035,cost,27,0.48,1000000,20,True,22.866666666666664,6,61851699
1036,cost,28,0.48,1000000,20,True,24.5,6,60568099
1037,cost,29,0.48,1000000,20,False,19.6,6,7479339
1038,cost,30,0.48,1000000,20,False,21.233333333333334,6,35899162
1039,cost,31,0.48,1000000,20,False,22.866666666666664,6,61936699
1040,cost,32,0.48,1000000,20,False,24.5,6,63032190
1041,cost,33,0.6366666666666666,1000000,20,True,19.6,6,2046027
1042,cost,34,0.6366666666666666,1000000,20,True,21.233333333333334,6,68103801
1043,cost,35,0.6366666666666666,1000000,20,True,22.866666666666664,6,85008413
1044,cost,36,0.6366666666666666,1000000,20,True,24.5,6,23419269
1045,cost,37,0.6366666666666666,1000000,20,False,19.6,6,52961542
1046,cost,38,0.6366666666666666,1000000,20,False,21.233333333333334,6,88563384
1047,cost,39,0.6366666666666666,1000000,20,False,22.866666666666664,6,17392895
1048,cost,40,0.6366666666666666,1000000,20,False,24.5,6,18863320
1049,cost,41,0.7933333333333333,1000000,20,True,19.6,6,71694589
1050,cost,42,0.7933333333333333,1000000,20,True,21.233333333333334,6,7251004
1051,cost,43,0.7933333333333333,1000000,20,True,22.866666666666664,6,32751643
1052,cost,44,0.7933333333333333,1000000,20,True,24.5,6,42367527
1053,cost,45,0.7933333333333333,1000000,20,False,19.6,6,39542719
1054,cost,46,0.7933333333333333,1000000,20,False,21.233333333333334,6,44567287
1055,cost,47,0.7933333333333333,1000000,20,False,22.866666666666664,6,85647257
1056,cost,48,0.7933333333333333,1000000,20,False,24.5,6,65344314
1057,cost,49,0.95,1000000,20,True,19.6,6,35774144
1058,cost,50,0.95,1000000,20,True,21.233333333333334,6,51779671
1059,cost,51,0.95,1000000,20,True,22.866666666666664,6,57308976
1060,cost,52,0.95,1000000,20,True,24.5,6,15327667
1061,cost,53,0.95,1000000,20,False,19.6,6,29279264
1062,cost,54,0.95,1000000,20,False,21.233333333333334,6,67700772
1063,cost,55,0.95,1000000,20,False,22.866666666666664,6,91356944
1064,cost,56,0.95,1000000,20,False,24.5,6,31809770
1065,cost,1,0.01,1000000,20,True,19.6,6,2624700
1066,cost,2,0.01,1000000,20,True,21.233333333333334,6,15782815
1067,cost,3,0.01,1000000,20,True,22.866666666666664,6,89638812
1068,cost,4,0.01,1000000,20,True,24.5,6,72315656
1069,cost,5,0.01,1000000,20,False,19.6,6,40163973
1070,cost,6,0.01,1000000,20,False,21.233333333333334,6,50968080
1071,cost,7,0.01,1000000,20,False,22.866666666666664,6,80807609
1072,cost,8,0.01,1000000,20,False,24.5,6,54358271
1073,cost,9,0.16666666666666663,1000000,20,True,19.6,6,74131254
1074,cost,10,0.16666666666666663,1000000,20,True,21.233333333333334,6,56661133
1075,cost,11,0.16666666666666663,1000000,20,True,22.866666666666664,6,47367200
1076,cost,12,0.16666666666666663,1000000,20,True,24.5,6,92805269
1077,cost,13,0.16666666666666663,1000000,20,False,19.6,6,98470953
1078,cost,14,0.16666666666666663,1000000,20,False,21.233333333333334,6,24413068
1079,cost,15,0.16666666666666663,1000000,20,False,22.866666666666664,6,4637880
1080,cost,16,0.16666666666666663,1000000,20,False,24.5,6,65331709
1081,cost,17,0.3233333333333333,1000000,20,True,19.6,6,12338978
1082,cost,18,0.3233333333333333,1000000,20,True,21.233333333333334,6,59697204
1083,cost,19,0.3233333333333333,1000000,20,True,22.866666666666664,6,16498861
1084,cost,20,0.3233333333333333,1000000,20,True,24.5,6,85261826
1085,cost,21,0.3233333333333333,1000000,20,False,19.6,6,14334818
1086,cost,22,0.3233333333333333,1000000,20,False,21.233333333333334,6,58992238
1087,cost,23,0.3233333333333333,1000000,20,False,22.866666666666664,6,27878815
1088,cost,24,0.3233333333333333,1000000,20,False,24.5,6,8366491
1089,cost,25,0.48,1000000,20,True,19.6,6,73070095
1090,cost,26,0.48,1000000,20,True,21.233333333333334,6,50813559
1091,cost,27,0.48,1000000,20,True,22.866666666666664,6,45740323
1092,cost,28,0.48,1000000,20,True,24.5,6,53357495
1093,cost,29,0.48,1000000,20,False,19.6,6,98686577
1094,cost,30,0.48,1000000,20,False,21.233333333333334,6,38183459
1095,cost,31,0.48,1000000,20,False,22.866666666666664,6,6708548
1096,cost,32,0.48,1000000,20,False,24.5,6,93447198
1097,cost,33,0.6366666666666666,1000000,20,True,19.6,6,88731165
1098,cost,34,0.6366666666666666,1000000,20,True,21.233333333333334,6,53561355
1099,cost,35,0.6366666666666666,1000000,20,True,22.866666666666664,6,5207090
1100,cost,36,0.6366666666666666,1000000,20,True,24.5,6,40099201
1101,cost,37,0.6366666666666666,1000000,20,False,19.6,6,69593821
1102,cost,38,0.6366666666666666,1000000,20,False,21.233333333333334,6,32119813
1103,cost,39,0.6366666666666666,1000000,20,False,22.866666666666664,6,47588772
1104,cost,40,0.6366666666666666,1000000,20,False,24.5,6,98169696
1105,cost,41,0.7933333333333333,1000000,20,True,19.6,6,87297792
1106,cost,42,0.7933333333333333,1000000,20,True,21.233333333333334,6,34168962
1107,cost,43,0.7933333333333333,1000000,20,True,22.866666666666664,6,99795518
1108,cost,44,0.7933333333333333,1000000,20,True,24.5,6,17164866
1109,cost,45,0.7933333333333333,1000000,20,False,19.6,6,33512538
1110,cost,46,0.7933333333333333,1000000,20,False,21.233333333333334,6,69134130
1111,cost,47,0.7933333333333333,1000000,20,False,22.866666666666664,6,51430782
1112,cost,48,0.7933333333333333,1000000,20,False,24.5,6,11634095
1113,cost,49,0.95,1000000,20,True,19.6,6,61244052
1114,cost,50,0.95,1000000,20,True,21.233333333333334,6,94197103
1115,cost,51,0.95,1000000,20,True,22.866666666666664,6,72117149
1116,cost,52,0.95,1000000,20,True,24.5,6,66665709
1117,cost,53,0.95,1000000,20,False,19.6,6,66337391
1118,cost,54,0.95,1000000,20,False,21.233333333333334,6,66361480
1119,cost,55,0.95,1000000,20,False,22.866666666666664,6,23028764
1120,cost,56,0.95,1000000,20,False,24.5,6,88131066
